First	Last	Address	City	State	Zip	Phone
Gregory	Overzet	1180 Walsh Ave	San Carlos	CA	95050-2647	(408) 555-1500
Craig	Kimmel	1745 Walsh Ave	Campbell	CA	95050-2546	(408) 555-9400 x310
Al	Balsara	1675 Walsh Ave	Santa Clara	CA	95050-2626	(650) 555-9800
Bob	Lundy	2797 Scott Blvd	Morgan Hill	CA	95050-2510	(650) 555-5266
Steve	Ballard	2781 Scott Blvd	Santa Clara	CA	95050-2510	(408) 555-1730
Anita	Morehouse	2765 Scott Blvd	Sunnyvale	CA	95050-2510	(408) 555-8310
William	Tan	2735 Scott Blvd	San Jose	CA	95050-2510	(415) 555-7020
Mr. Jan	Friedman	1875 Walsh Ave	Santa Clara	CA	95050-2505	(415) 555-2200
K T	Chan	1805 Walsh Ave	Santa Clara	CA	95050-2505	(510) 555-5451
Mike	Craig	1515 Walsh Ave	San Jose	CA	95050-2616	(408) 555-3111
Craig	Arrigo	2710 Lafayette Street	Milpitas	CA	95050	(408) 555-1180
Ray	Marshall	3301 Olcott Street	Santa Clara	CA	95054-3006	(415) 555-0301 Ext. 285
Richard	Daugherty	3251 Olcott Street	Sunnyvale	CA	95054-3006	(121) 555-6823
Richard	Zolezzi	3300 Olcott Street	Santa Clara	CA	95054-3005	(650) 555-7300
Mr. R.	Brockett	3211 Scott Blvd	Milpitas	CA	95054-3009	(415) 555-1580
Dan	Aggarwal	2371 Owen Street	Los Gatos	CA	95054-3212	(408) 555-4446
Doug	Cima	3010 Olcott Street	Los Gatos	CA	95054-3207	(408) 555-9500
Sachi	Green	319 23rd Street	San Jose	CA	95116-2734	(408) 555-6333
Sandra	Leardini	3030 Olcott Street	San Jose	CA	95054-3207	(650) 555-1032
Bill	Love	3065 Olcott Street	Gilroy	CA	95054-3208	(510) 555-8911
Paul	Prieto	2323 Owen Street	Los Gatos	CA	95054-3211	(408) 555-1734
Richard	?	2360 Owen Street	Santa Clara	CA	95054-3210	(619) 555-8265
Terry	Maggi	2370 Owen Street	Milpitas	CA	95054-3210	(408) 555-0270
Michele	Mahmud	2770 Scott Blvd	Santa Clara	CA	95050-2515	(415) 555-2380
David	Cross	2880 Scott Blvd	Irvine	CA	95050-2554	(408) 555-4640
Chuck	Cunningham	2111 Walsh Ave	Santa Clara	CA	95050-2513	(602) 555-3720
Joe	Campbell	2740 Scott Blvd	Santa Clara	CA	95050-2515	(415) 555-8800 Ext. 113
Doug	Gleason	2750 Scott Blvd	Santa Clara	CA	95050-2515	(415) 555-9303
Beverly	Oakes	2762 Scott Blvd	Campbell	CA	95050-2515	(408) 555-1102
Ken	Mcnicholas	3120 Scott Blvd	Santa Clara	CA	95054-3317	(408) 555-1940
Ronald	Hall	2251 Lawson Lane	Santa Clara	CA	95054-3311	(650) 555-4442
George	Andrade	2231 Lawson Lane	San Jose	CA	95054-3311	(408) 555-4000
Iling	Simchowitz	2211 Lawson Lane	San Jose	CA	95054-3311	(408) 555-8400
Bill	Lindsay	2200 Lawson Lane	Santa Clara	CA	95054-3310	(650) 555-2944
Paul	Borglum	2925 Scott Blvd	San Jose	CA	95054-3313	(408) 555-0640
Thomas	Au	1725 Comstock Street	San Jose	CA	95054-3409	(408) 555-2361
John	Thibault	1700 Duane Ave	Los Gatos	CA	95054-3414	(408) 555-0111
Paul	Berger	1800 Duane Ave	San Jose	CA	95054-3426	(408) 555-1209
Ms. Bobby	Lightman	3045 Alfred Street	Santa Clara	CA	95054-3303	(408) 555-1322
Steven	Menkin	317 23rd Street	San Jose	CA	95116-2734	(415) 555-3322
M	Forrester	1795 Space Park Drive	Santa Clara	CA	95054-3436	(415) 555-6800
Cheryl	Fertik	3060 Kenneth Street	Mountain View	CA	95054-3415	(415) 555-4300
Richard	Blackburn	3150 Kenneth Street	Gilroy	CA	95054-3417	(408) 555-1122
Bill	Gulmon	1600 Duane Ave	Gilroy	CA	95054-3421	(312) 555-6633
Donald	Burnfield	2365 Lafayette Street	Morgan Hill	CA	95050-2907	(949) 555-3030
Victor	Jarvis	2311 Lafayette Street	Santa Clara	CA	95050-2907	(408) 555-0700
Marian B.	Lee	2301 Lafayette Street	Mountain View	CA	95050-2907	(408) 555-5525
Dennis	Taugner	855 Mathew Street	Cupertino	CA	95050-2916	(408) 555-8668
Doug	Devine	835 Mathew Street	San Jose	CA	95050-2916	(408) 555-8440
David	Wishner	705 Mathew Street	San Jose	CA	95050-2929	(650) 555-7600
Jeffrey	Horton	651 Mathew Street	San Jose	CA	95050-2928	(818) 555-2787
Debbie	Bailey	2005 Grant Street	Campbell	CA	95050-2924	(408) 555-8800
Ron	Currie	1925 Grant Street	Morgan Hill	CA	95050-3954	(510) 555-7500
John	Mcauliffe	601 Reed Street	San Jose	CA	95050-3009	(510) 555-0900
Eric	Sam	2015 Lafayette Street	Los Gatos	CA	95050-2901	(650) 555-9100
Donna	Wu	2005 Lafayette Street	Sunnyvale	CA	95050-2930	(408) 555-0200
Robert	Dwyer	825 Parker Street	Morgan Hill	CA	95050-2905	(415) 555-2000
Dana	Huang	819 Parker Street	Sunnyvale	CA	95050-2905	(408) 555-3900
Patrick	Mayo	767 Parker Street	Sunnyvale	CA	95050-2905	(408) 555-7400
Sarah	Dougherty	710 Parker Street	Los Gatos	CA	95050-2906	(408) 555-8000
John	Smith	720 Parker Street	Morgan Hill	CA	95050-2906	(408) 555-1584
Joyce	Blackwell	840 Parker Street	Santa Clara	CA	95050-2906	(510) 555-2724
Matthew	Stock	870 Parker Street	Gilroy	CA	95050-2906	(408) 555-0111
Takeshi	Koch	868 Parker Street	Morgan Hill	CA	95050-2906	(213) 555-0800
H.	Richards	850 Parker Street	Morgan Hill	CA	95050-2906	(916) 555-4051
Ron	Reikes	1995 Lafayette Street	Gilroy	CA	95050-3953	(408) 555-0322
Richard	Call	1955 Lafayette Street	Sunnyvale	CA	95050-3953	(415) 555-0696
Phil	Flaskerud	845 Reed Street	Cupertino	CA	95050-3942	(408) 555-4944
John	Ford	735 Reed Street	Los Gatos	CA	95050-3942	(408) 555-1233
Frank	Parrella	705 Reed Street	Gilroy	CA	95050-3942	(650) 555-9271
Don	Gurrola	795 Comstock Street	Redwood City	CA	95054-3403	(510) 555-2700
Tome	Nelson	775 Comstock Street	Mountain View	CA	95054-3403	(813) 555-9749
Carol	Clap	715 Comstock Street	San Jose	CA	95054-3403	(415) 555-6871
Don	Buddrus	881 Duane Ave	Mountain View	CA	95054-3411	(650) 555-7329
Patty	Tyrell	700 Comstock Street	San Jose	CA	95054-3402	(408) 555-1834
Craig	Popek	309 23rd Street	Santa Clara	CA	95116-2734	(408) 555-4331
Ken	Mariano	800 Comstock Street	Mountain View	CA	95054-3404	(408) 555-5577
Mike	Malone	720 Comstock Street	Campbell	CA	95054-3402	(408) 555-0900
Diana	Mizrahi	780 Comstock Street	San Jose	CA	95054-3402	(408) 555-2200
A S Hutchcraft	Kayser Blazer	2995 Lafayette Street	Santa Clara	CA	95054-3420	(415) 555-3300
John	Whitewing	2979 Lafayette Street	Mountain View	CA	95054-3420	(408) 555-1288
Barbara	Filizetti	2983 Lafayette Street	San Jose	CA	95054-3420	(408) 555-3355
Earl	Sharkey	805 Comstock Street	Fremont	CA	95054-3405	(650) 555-2216
Shun-Ichi	Norris	790 Comstock Street	Santa Clara	CA	95054-3402	(415) 555-9333
Dan	Nardo	810 Comstock Street	Santa Clara	CA	95054-3404	(415) 555-5324
Warren	Samuelson	840 Comstock Street	Mountain View	CA	95054-3404	(408) 555-8800
Mike	Riding	650 Martin Ave	Sunnyvale	CA	95050-2914	(408) 555-9120
Rick	Hagan	301 23rd Street	San Jose	CA	95116-2734	(408) 555-8428
Hienz	Fainchtein	306 23rd Street	Los Gatos	CA	95116-2733	(415) 555-6548
William	Kotik	630 Martin Ave	Morgan Hill	CA	95050-2914	(301) 555-9200
Chuck	Mcbride	1717 Lafayette Street	Santa Clara	CA	95050-3964	(408) 555-5540
Rich C.	Bracco	1777 Lafayette Street	San Jose	CA	95050-3914	(408) 555-9207
Ed	Clark	820 Civic Center Drive	Santa Clara	CA	95050-3921	(408) 555-5488
Larry	Osborne	1793 Lafayette Street	San Jose	CA	95050-3914	(415) 555-5333
Sharon	Kehl	425 El Camino Real	Los Gatos	CA	95050	(408) 555-5100
Bill	Osborne	858 Civic Center Drive	Santa Clara	CA	95050-3921	(415) 555-2456
Don	Miller	864 Civic Center Drive	Los Gatos	CA	95050-3921	(714) 555-8743
Herb	Fertitta	312 23rd Street	San Jose	CA	95116-2733	(408) 555-0636
Allan/Shirly	Brainard	910 Warburton Ave	Los Gatos	CA	95050-3929	(408) 555-1976
Don	Keuser	943 Reeve Street	Gilroy	CA	95050-3926	(415) 555-5121
Phil	Locater	917 Warburton Ave	San Jose	CA	95050-3928	(213) 555-1757
Bob	Stevenson	967 Warburton Ave	Mountain View	CA	95050-3928	(408) 555-9080
Don	Schuyler	925 Reeve Street	Santa Clara	CA	95050-3926	(650) 555-2545
Phil	Hoff	2348 Walsh Ave	Gilroy	CA	95051-1301	(408) 555-4944
Chuck	Ho	2350 Walsh Ave	Menlo Park	CA	95051-1301	(408) 555-9911
Nessim	Cnafield	316 23rd Street	Santa Clara	CA	95116-2733	(408) 555-8744
William	Buchanan	2550 Scott Blvd	Morgan Hill	CA	95050-2551	(650) 555-2484
Norm	"Brugger, Ph.D."	2065 Martin Ave	San Jose	CA	95050-2707	(408) 555-4000
John	Teasdale	2225 Martin Ave	Los Gatos	CA	95050-2713	(650) 555-9030
Steve & Leanne	Healey	2295 Martin Ave	San Jose	CA	95050-2703	(408) 555-3366
Peter	Murray	2175 Martin Ave	Santa Clara	CA	95050-2701	(510) 555-7366
Barbara	Thompson	2680 Scott Blvd	Los Gatos	CA	95050-2511	(408) 555-5451
D. Elaine	Hawley	2700 Scott Blvd	San Jose	CA	95050-2548	(408) 555-8156
Mary	Woodall	2054 Walsh Ave	San Jose	CA	95050-2550	(408) 555-1600
Peter	Schultz	2060 Walsh Ave	Newark	CA	95050-2524	(408) 555-1818
Robert	Perez	2200 Martin Ave	San Jose	CA	95050-2704	(408) 555-9900
Germaine	Suits	2120 Walsh Ave	San Jose	CA	95050-2512	(408) 555-9800
Hal	Bianchi	2270 Martin Ave	Santa Clara	CA	95050-2704	(510) 555-1400
Ronald	Jenab	2200 Walsh Ave	Sunnyvale	CA	95050-2514	(408) 555-1788
Bob	Polumba	2250 Walsh Ave	San Jose	CA	95050-2514	(650) 555-2344
Barney	Marr	2163 Martin Ave	Los Gatos	CA	95050-2701	(415) 555-1150
George	Malek	3130 Alfred Street	Campbell	CA	95054-3304	(408) 555-8174
William	Chris	2090 Duane Ave	Morgan Hill	CA	95054-3306	(212) 555-3000
Steven	Platt	3101 Scott Blvd	Santa Clara	CA	95054-3318	(408) 555-6193
Joe	Hernandez	3033 Scott Blvd	Campbell	CA	95054-3316	(408) 555-6306
Joy	Chi	3003 Scott Blvd	Morgan Hill	CA	95054-3316	(408) 555-9822
Mary	Faris	3101 Jay Street	Los Gatos	CA	95054-3308	(408) 555-0855
Mr. Paul D.	Sanfilippo	1513 Arbuckle Court	San Jose	CA	95054-3401	(408) 555-9420
Matthew	Alejandre	1503 Arbuckle Court	Morgan Hill	CA	95054-3401	(415) 555-0211
David	Kennelly	1502 Arbuckle Court	Los Gatos	CA	95054-3401	(408) 555-0430
Ralph	Ivanco	1512 Arbuckle Court	Santa Clara	CA	95054-3401	(650) 555-8811
Dick	Hahn	322 23rd Street	Mountain View	CA	95116-2733	(408) 555-9020
Francisca	Rudd	3021 Kenneth Street	San Jose	CA	95054-3416	(408) 555-9100
Mike	Helmonds	1501 Space Park Drive	Mountain View	CA	95054-3433	(408) 555-5855
William	Elliott	340 23rd Street	Santa Clara	CA	95116-2733	(408) 555-6010
Alexander	Preston	1491 Space Park Drive	Gilroy	CA	95054-3433	(408) 555-0888
Thomas	Long	1350 Duane Ave	Gilroy	CA	95054-3413	(408) 555-7475
Gary	Wissler	1020 Duane Ave	Gilroy	CA	95054-3412	(408) 555-1300
Robert	Smith	1030 Duane Ave	San Jose	CA	95054-3412	(408) 555-8016
Dean	Rathmann	1500 Space Park Drive	Sunnyvale	CA	95054-3434	(408) 555-0787
Robert	Snider	1231 Comstock Street	Santa Clara	CA	95054-3408	(415) 555-6600
Melvin	Pangrazio	2900 Lafayette Street	San Jose	CA	95054-3419	(317) 555-1600
Dave	Stanoch	1025 Comstock Street	Los Gatos	CA	95054-3407	(408) 555-2290
Rey	Kupperschmid	975 Comstock Street	San Jose	CA	95054-3407	(415) 555-2000
Robert	Horiomi	3060 Raymond Street	Santa Clara	CA	95054-3430	(408) 555-7424
John	Lewis	1101 Comstock Street	San Jose	CA	95054-3407	(212) 555-7866
Robert	Senchuitz	3090 Raymond Street	San Jose	CA	95054-3430	(408) 555-5777
Bruce	Gingrich	1700 Space Park Drive	San Jose	CA	95054-3435	(415) 555-7023
Manuela	Choe	1500 Duane Ave	Cupertino	CA	95054-3413	(408) 555-0600
Bob	Chen	1525 Comstock Street	Santa Clara	CA	95054-3408	(408) 555-3900
Jom	Reddy	856 Duane Ave	Santa Clara	CA	95054-3410	(408) 555-7700
Phil	Jackson	342 23rd Street	Cupertino	CA	95116-2733	(408) 555-1500
Denis	Beach	4150 Network Circle	Santa Clara	CA	95050	(408) 555-1941
Ed	Wise	960 Central Expy	Los Gatos	CA	95050-2620	(408) 555-5488
William	Harding	1415 Richard Ave	Morgan Hill	CA	95050-2817	(650) 555-1800
Andy	Alexius	1405 Richard Ave	Santa Clara	CA	95050-2817	(408) 555-7000
Doug	Armando	1500 Martin Ave	San Jose	CA	95050-2633	(408) 555-6500
Stanley	Pihl	1600 Martin Ave	Mountain View	CA	95050-2503	(650) 555-1980
Dick	Pozas	1810 Martin Ave	Sunnyvale	CA	95050	(408) 555-9550
Chan	Sullivan	1771 Richard Ave	Los Gatos	CA	95050	(408) 555-1290
Rich	Merveau	1820 Richard Ave	Santa Clara	CA	95050-2818	(408) 555-0356
John	Jacobs	1700 Martin Ave	Morgan Hill	CA	95050-2523	(518) 555-4641
Mary Ann	Finfrock	2425 Scott Blvd	San Jose	CA	95050-2706	(408) 555-6666
Bernie	Kelly	1810 Richard Ave	San Jose	CA	95050-2818	(408) 555-4455
Henry	Kwok	1800 Richard Ave	San Jose	CA	95050-2818	(650) 555-7676
Jim	Ippisch	970 Parker Court	Los Gatos	CA	95050-2808	(415) 555-1353
Ed	Nakashogi	985 Parker Court	Sunnyvale	CA	95050-2808	(650) 555-0500
Mike	Barce	965 Parker Court	Los Gatos	CA	95050-2808	(408) 555-1066
John	Bay	2050 Lafayette Street	Mountain View	CA	95050-2927	(415) 555-9300
Richard	Williams	1040 Di Giulio Ave	San Jose	CA	95050-2832	(312) 555-0020
Wendy Matson Or	Smith	1962 Lafayette Street	San Jose	CA	95050-3977	(408) 555-7444
Wayne	Carlson	930 Parker Court	Gilroy	CA	95050-2826	(408) 555-1777
Warren	Patnaik	1950 Lafayette Street	Sunnyvale	CA	95050-3975	(408) 555-4200
Sonia	Steinbock	2110 Lafayette Street	Milpitas	CA	95050-2902	(408) 555-6600
Gilda	?	2200 Lafayette Street	Los Gatos	CA	95050-2902	(408) 555-0588
Eyton	Castle	934 Di Giulio Ave	San Jose	CA	95050-2804	(408) 555-8800
Michael	Sullivan	942 Di Giulio Ave	San Jose	CA	95050-2804	(408) 555-6562
John	Vatuone	962 Di Giulio Ave	Santa Clara	CA	95050-2804	(650) 555-8174
Louie	Okutsu	982 Di Giulio Ave	Gilroy	CA	95050-2804	(408) 555-8600
Fern	Howard	996 Di Giulio Ave	San Jose	CA	95050-2823	(650) 555-2742
Wayne	Valley	1024 Di Giulio Ave	Gilroy	CA	95050-2806	(408) 555-6400
Richard	Zacarias	1034 Di Giulio Ave	Santa Clara	CA	95050-2806	(408) 555-1111
James	Wong	2555 Lafayette Street	Morgan Hill	CA	95050-2644	(415) 555-1250
Jack	Brotby	700 Central Expy	San Jose	CA	95050-2627	(415) 555-2350
Garth	Member	750 Walsh Ave	Gilroy	CA	95050-2613	(408) 555-1360
Lynne	Konrad	299 24th Street	San Jose	CA	95116-2802	(650) 555-6100
Mark	Irene	614 Walsh Ave	Los Gatos	CA	95050-2600	(408) 555-5170
William J.	Tazuk	2755 Lafayette Street	Mountain View	CA	95050-2605	(415) 555-8880
Suzy	Hellstrom	890 Walsh Ave	San Jose	CA	95050-2622	(415) 555-3456
Lydia	Gripenstraw	785 Walsh Ave	Santa Clara	CA	95050-2612	(408) 555-6000
Enrique	Maxwell	810 Walsh Ave	San Jose	CA	95050-2622	(415) 555-8285
Gary	Allen	850 Walsh Ave	Los Gatos	CA	95050-2622	(408) 555-0337
Wilma	Statham	650 Mathew Street	San Jose	CA	95050-2915	(207) 555-4036
T. Spencer	Dee	2265 Lafayette Street	San Jose	CA	95050-2934	(408) 555-3656
Blair	Hendrick	2175 Lafayette Street	Santa Clara	CA	95050	(408) 555-0900
Steve	Prieto	2201 Lafayette Street	Los Gatos	CA	95050-2934	(408) 555-0206
Paul	Owens	1740 Grant Street	San Jose	CA	95050-3940	(408) 555-0502
Jonathon	Bush	1750 Grant Street	Morgan Hill	CA	95050-3940	(408) 555-4112
Jim	Rosen	1640 Grant Street	Campbell	CA	95050-3981	(415) 555-7990
Tad	Koslov	1720 Grant Street	Gilroy	CA	95050-3940	(415) 555-6646
Mike	Chiddister	1798 Grant Street	Los Gatos	CA	95050-3940	(408) 555-1800
Stephen	Neal	888 Reed Street	Morgan Hill	CA	95050-3943	(312) 555-6515
Ric	Mcgowin	285 24th Street	Los Gatos	CA	95116-2802	(408) 555-9716
Ron	Nolen	770 Reed Street	Los Gatos	CA	95050-3943	(408) 555-7101
Else	Gaynor	750 Reed Street	San Jose	CA	95050-3943	(408) 555-9000
Bruce	Comacho	1709 Grant Street	San Jose	CA	95050-3939	(415) 555-3999
George	Ogden	620 Reed Street	San Jose	CA	95050-3010	(408) 555-0802
Young	Erickson	640 Reed Street	San Jose	CA	95050-3010	(408) 555-7974
I Don'T Know	Slater	1745 Grant Street	Sunnyvale	CA	95050-3974	(408) 555-1976
Ed	Zelisi	1725 Grant Street	San Jose	CA	95050-3973	(408) 555-7000
Alfred	Didora	3350 Scott Blvd	Santa Clara	CA	95054-3104	(415) 555-9111
Wallace	Moston	3350 Scott Blvd	Los Altos	CA	95054-3104	(650) 555-3333
Wilson	Marshall	3350 Scott Blvd	San Jose	CA	95054-3104	(650) 555-2963
Tom	Ridder	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-1200
Isabelle	Camphausen	3350 Scott Blvd	Campbell	CA	95054-3104	(408) 555-4192
Frank	Moseman	3350 Scott Blvd	Campbell	CA	95054-3104	(415) 555-2501
Susan	Voelkel	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-9888
Douglas	Chasteen	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(415) 555-9000
Steve	Denevi	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-5900
Ken	Lopes	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-6660
Robert	Gridley	3350 Scott Blvd	Gilroy	CA	95054-3104	(408) 555-2244
Bonnie	Jones	3350 Scott Blvd	Gilroy	CA	95054-3104	(408) 555-8174
Glenn	Call	3350 Scott Blvd	Mountain View	CA	95054-3104	(408) 555-1190
Mike	Araki	279 24th Street	Santa Clara	CA	95116-2802	(408) 555-6455
George	Ruiz	3350 Scott Blvd	Los Gatos	CA	95054-3104	(408) 555-5450
Richard	Geif	3350 Scott Blvd	Mountain View	CA	95054-3104	(408) 555-5880
Richard	Nelson	3350 Scott Blvd	Santa Clara	CA	95054-3104	(408) 555-6111
Todd	Berry	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-3418
Jim	Wall	3350 Scott Blvd	Mountain View	CA	95054-3104	(650) 555-2934
Charlie	Rivas	3350 Scott Blvd	Los Gatos	CA	95054-3104	(408) 555-6222
Jane	Berkman	3350 Scott Blvd	San Jose	CA	95054-3124	(408) 555-1888
Edward	Hunter	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(330) 555-2000
Howard	Holt	3350 Scott Blvd	Gilroy	CA	95054-3104	(510) 555-5985
Michael	Mclendon	3350 Scott Blvd	Santa Clara	CA	95054-3104	(310) 555-2863
Jim	Gunsky	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(312) 555-1841
Rick	Mclure	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-4888
Gene	Cuenca	3350 Scott Blvd	Mountain View	CA	95054-3104	(408) 555-2244
Wes	Kramer	3350 Scott Blvd	San Jose	CA	95054-3104	(203) 555-7251
Chester	Martin	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(415) 555-0211
Dwight	Ratka	3350 Scott Blvd	Gilroy	CA	95054-3104	(408) 555-6514
Endwin	Noe	3350 Scott Blvd	San Jose	CA	95054-3104	(213) 555-8484
Gary	Lastinger	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(408) 555-7911
William F	Quint	3350 Scott Blvd	Santa Clara	CA	95054-3104	(415) 555-4000
Terry	Skora	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-9800
Tony	Riley	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-9400
Dean	Larson	3350 Scott Blvd	San Jose	CA	95054-3104	(408) 555-9595
Tony	Pruitt	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(408) 555-5566
Steve	Seehusen	3350 Scott Blvd	Santa Clara	CA	95054-3104	(408) 555-4491
Leanne	Henderson	3350 Scott Blvd	Morgan Hill	CA	95054-3104	(408) 555-5500 Ext.144
Edward J	Costarella	2930 Bowers Ave	Santa Clara	CA	95051-0919	(650) 555-0300
Mary	Tyrrell	3000 Bowers Ave	Campbell	CA	95051-0942	(408) 555-9838
Ken	Stypula	2975 Kifer Road	Santa Clara	CA	95051-0802	(650) 555-1980
Carole	Steinberg	2949 Oakmead Village Court	San Jose	CA	95051-0812	(408) 555-0456
Andy	Ellmore	3000 Oakmead Village Drive	Santa Clara	CA	95051-0808	(408) 555-9100
David	Carlos	3040 Oakmead Village Drive	Gilroy	CA	95051-0808	(408) 555-9200
Flo	Moore	3080 Oakmead Village Drive	San Jose	CA	95051-0808	(415) 555-1717
David	Prodis	3100 Central Expy	San Jose	CA	95051-0801	(408) 555-5793
Dan	Sugimura	3150 Central Expy	Los Altos	CA	95051-0801	(415) 555-8600
Grant	Del Gavio	2737 Walsh Ave	Santa Clara	CA	95051-0902	(415) 555-7997
Shigeo	Wolfe	2975 Bowers Ave	Cupertino	CA	95051-0955	(408) 555-6000
Michael	Statham	2900 Coronado Drive	Milpitas	CA	95054-3203	(408) 555-3340
Kate	Yoho	3200 Coronado Drive	Mountain View	CA	95054-3231	(415) 555-7250
Mr. Jim	Buckley	3175 Bowers Ave	San Jose	CA	95054-3202	(408) 555-2860
Conwell	Williams	2695 Augustine Drive	Santa Clara	CA	95054-2902	(408) 555-2300
John	Rinkle	2685 Augustine Drive	San Jose	CA	95054-2902	(408) 555-9800
Roger	Bolz	2475 Augustine Drive	Santa Clara	CA	95054-3002	(213) 555-4208
Cindy	Cheng	2700 Augustine Drive	Morgan Hill	CA	95054-2904	(408) 555-8821
Hamid	Mentalis	3533 Octavius Drive	San Jose	CA	95050	(415) 555-9000
Carl	Call	2333 Scott Blvd	Los Gatos	CA	95050	(408) 555-7390
John	Little	2500 Augustine Drive	San Jose	CA	95054-3001	(714) 555-5959
Lance	Projudha	2600 Augustine Drive	Los Gatos	CA	95054-2900	(408) 555-9100
Mark	Behling	3399 Bowers Ave	Campbell	CA	95054-2905	(415) 555-1828
Fred	Fischer	2465 Augustine Drive	Mountain View	CA	95054-3002	(408) 555-3276
Davia	Riddle	2500 Robertson Road	San Jose	CA	95051-1261	(415) 555-0122
Margie	Voget	3420 Central Expy	Mountain View	CA	95051-0703	(650) 555-3291
I Don'T Know	Crinner	3400 Central Expy	Los Altos	CA	95051-0703	(408) 555-6200
S.	Soto	2900 Gordon Ave	Santa Clara	CA	95051-0718	(415) 555-5664
Sandra	Kobayashi	3505 Kifer Road	San Jose	CA	95051-0712	(408) 555-3867
Norman	Alkemade	3465 Kifer Road	San Jose	CA	95051-0711	(408) 555-1919
Rudy	Lynds	2901 Gordon Ave	Campbell	CA	95051-0709	(408) 555-3804
Robert	Davenport	3517 Ryder Street	San Jose	CA	95051-0714	(408) 555-7720
Bill	Wilcox	2960 Gordon Ave	Santa Clara	CA	95051-0710	555-1212
Kris	Walker	2960 Copper Drive	Los Gatos	CA	95051-0722	(408) 555-8722
Joe	Au	3060 Copper Drive	San Jose	CA	95051-0702	(408) 555-0200
Robert	Dawson	2985 Gordon Ave	Morgan Hill	CA	95051-0709	(415) 555-9000
Trevor	(Becker) Wilson	3045 Copper Drive	Los Gatos	CA	95051-0701	(415) 555-1623
Jim	Ravi	3337 Kifer Road	Cupertino	CA	95051-0719	(408) 555-6200
Harold	Gillen	2902 Corvin Drive	San Jose	CA	95051-0706	(415) 555-1777
Candyce	Zimmerman	2961 Corvin Drive	Mountain View	CA	95051-0705	(650) 555-1700
Jeff	Criner	3030 Corvin Drive	Sunnyvale	CA	95051-0723	(408) 555-6600
Susan/Brian	Lee	3031 Corvin Drive	Santa Clara	CA	95051-0705	(408) 555-8801
Steve	Call	3011 Corvin Drive	Los Gatos	CA	95051-0705	(408) 555-2012
Tom	T	2970 Corvin Drive	Los Altos	CA	95051-0706	(408) 555-6197
Chuck	Eastland	3305 Kifer Road	Mountain View	CA	95051-0716	(408) 555-6600
PH No.	Robertson	3250 Central Expy	Santa Clara	CA	95051-0828	(408) 555-5844
Alan	Giulie	3333 Scott Blvd	Milpitas	CA	95054-3103	(510) 555-9409
Dale	Bailey	3535 Garrett Drive	San Jose	CA	95054-2811	(415) 555-3535
Bill	Hendrix	3450 Garrett Drive	San Jose	CA	95054-2803	(408) 555-9822
Terry A.	Shreeve	3500 Garrett Drive	San Jose	CA	95054-2827	(408) 555-2857
G.J.	Leditznig	3600 Garrett Drive	San Jose	CA	95051	(415) 555-9111
David	Boyd	2880 Lakeside Drive	San Jose	CA	95054-2813	(360) 555-8900
Les	Huntley	3385 Scott Blvd	Campbell	CA	95054-3115	(415) 555-5600
Mary	Helstrup	3410 Garrett Drive	San Jose	CA	95054-2803	(408) 555-1440
Arles	Tone	3375 Scott Blvd	San Jose	CA	95054-3110	(408) 555-0645
Dorthy	Tannura	3303 Scott Blvd	San Jose	CA	95054-3102	(408) 555-8696
Jim	Rivas	3000 Lakeside Drive	San Jose	CA	95054-2810	(408) 555-1441
Micheal	Stowe	3100 Lakeside Drive	San Jose	CA	95054-2804	(408) 555-3218
Roy	415-595-3434	2885 Lakeside Drive	Morgan Hill	CA	95054-2805	(650) 555-1446
Herbert	Lautmann	2875 Lakeside Drive	San Jose	CA	95054-2805	(317) 555-1600
Paul	Tulloch	2855 Augustine Drive	Cupertino	CA	95054-2802	(408) 555-2600
Emo	Foresythe	3625 Peterson Way	San Jose	CA	95054-2809	(408) 555-2300
Jim	Rich	2900 Lakeside Drive	San Jose	CA	95054-2812	(415) 555-0600
Thomas	Hamilton	2950 Lakeside Drive	San Jose	CA	95054-2806	(408) 555-7211
Bala Parasurama	Rogers	2909 Lakeside Drive	Santa Clara	CA	95054-2805	(408) 555-7320
Bill	Gagan	3200 Lakeside Drive	San Jose	CA	95054-2807	(408) 555-0123
Thomas	Ho	3250 Scott Blvd	Mountain View	CA	95054-3011	(415) 555-1700
Jim	Yen	3111 Coronado Drive	San Jose	CA	95054-3206	(408) 555-3200
Terri	Beuchot	3236 Scott Blvd	San Jose	CA	95054-3011	(408) 555-9933
